site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,spec_cond_uSpercm,tpc_uM,tpn_uM,tpp_uM
AT07,2004-10-19T18:15:00Z,8,48.6,10,108.3,13,218,NA,NA,NA
RS02,2006-03-08T08:31:00Z,0.3,1.6,NA,12,0.5,622,NA,NA,NA
RG01,2011-11-21T05:00:00Z,0.1,854.7,1,956,0.9,3089,NA,NA,NA
AT07,2006-03-03T09:10:00Z,2.6,26.2,5.1,55.7,4.9,361,NA,NA,NA
RS02,2004-10-21T08:13:00Z,0.6,4.8,2,22.9,1.6,1001,NA,NA,NA
ON02,2009-02-17T06:34:00Z,0.2,40.4,0.4,46.7,0.3,863,NA,NA,NA
AB00,2002-11-08T12:18:00Z,5.8,73.4,22.8,178.8,34.9,348,1572.3,190.3,118.5
ON02,2008-02-24T11:59:00Z,0.5,64.6,0.4,92.8,1,NA,NA,NA,NA
AB00,2004-09-29T15:31:00Z,0.9,56.8,2.5,85.2,5.2,2239,NA,NA,NA
GV01,2005-02-17T11:39:00Z,0.9,10.3,1.8,33,0.6,1418,47.1,6.2,NA
RS02,2006-03-28T20:32:00Z,1.6,30.6,0.8,63,3,327,NA,NA,NA
DV01,2003-10-31T17:30:00Z,46.3,92.4,10.4,252.2,11.7,884,NA,NA,NA
BC02,2006-01-24T20:26:00Z,0.3,192.4,0.8,2015.3,1.9,2219,NA,NA,NA
ON02,2005-03-07T15:55:00Z,1.2,228,1.9,241,0.3,775,47.6,5.9,0.7
AT07,2006-10-03T14:04:00Z,0.5,1.3,5.9,43.8,5.8,1437,NA,NA,NA
MC00,2009-12-10T22:55:00Z,7.4,35.9,5.1,93.2,5.8,181,NA,NA,NA
GV01,2006-05-21T13:55:00Z,0.4,0.3,0.2,21.9,0.1,463,NA,NA,NA
RS02,2006-01-09T08:21:00Z,0.2,0.8,0.3,13.6,1.3,687,NA,NA,NA
RG01,2002-12-20T19:09:00Z,0.7,208,2.8,252.4,2.9,911,110.3,12.9,1.4
DV01,2003-11-12T13:50:00Z,3.9,753.9,2.8,277.3,23.6,1227,NA,NA,NA
GV01,2005-02-17T16:58:00Z,1.2,25.6,3.1,49.4,2.1,1373,386.4,31.9,27.4
AB00,2005-02-21T11:15:00Z,0.7,91.9,11.2,131.8,10.4,388,NA,NA,NA
AB00,2008-11-25T21:35:00Z,3.7,85.1,4.2,127,3.7,577,NA,NA,NA
RG01,2012-04-13T12:00:00Z,3.5,32.7,2,72.5,0.4,626,NA,NA,NA
RG01,2006-03-11T13:00:00Z,0.4,87.9,0.3,101.1,2.3,1130,NA,NA,NA
AB00,2005-05-04T08:08:00Z,15.8,99.3,1.3,131.7,0.3,2256,NA,NA,NA
ON02,2005-05-05T14:58:00Z,0.1,173.3,0.7,195.3,1.6,518,593.9,75.8,14.3
RS02,2012-05-02T11:10:00Z,0.5,2.4,0.7,2.8,0.4,852,NA,NA,NA
GV01,2006-01-05T06:03:00Z,1.5,13.9,0.2,39.6,0.5,1385,NA,NA,NA
SP02,2009-03-04T23:15:00Z,11.3,381.8,3.6,478.3,2.9,973,NA,NA,NA
RS02,2008-01-04T13:54:00Z,0.2,3.7,1.8,25.7,1.2,939,NA,NA,NA
AB00,2003-10-31T17:42:00Z,0.5,219.3,4.4,452.9,9.4,1093,NA,NA,NA
RG01,2008-01-24T12:50:00Z,0.6,221.6,1,244.8,1.5,554,NA,NA,NA
MC00,2002-01-17T14:25:00Z,2.1,109,2,143.6,2.9,NA,56.3,8.2,0.8
MC00,2004-10-04T09:00:00Z,3.3,13,5.2,34.6,2.9,1576,NA,NA,NA
BC02,2009-03-04T17:45:00Z,11.4,92.5,7.5,138.9,8,971,NA,NA,NA
GV01,2005-02-07T14:54:00Z,0.1,6.6,2.2,28.2,0.5,1492,32.6,3.9,0.8
GV01,2007-01-28T05:51:00Z,0.1,0.6,0.3,34.8,0.8,1390,NA,NA,NA
AB00,2003-12-23T10:04:00Z,0.9,69.9,3,99.1,3.9,2010,NA,NA,NA
TO02,2007-02-01T10:10:00Z,0.4,220.3,NA,280.7,0.1,2786,NA,NA,NA
RG01,2002-11-04T11:15:00Z,0.1,0.5,1.9,37,4.4,2742,10.8,1.2,0.1
MC00,2006-04-04T09:11:00Z,2.2,57.9,5.4,108.4,6.2,262,NA,NA,NA
ON02,2009-02-18T05:10:00Z,0.1,20.9,0.3,19.4,0.3,985,NA,NA,NA
AB00,2005-01-07T16:00:00Z,3.1,80.8,15.3,115,6.2,507,NA,NA,NA
GV01,2009-04-15T13:15:00Z,0.3,0.8,0.3,13.8,0.3,1610,NA,NA,NA
RG01,2008-01-27T22:00:00Z,0.2,189.7,1.6,232.8,1.8,452,NA,NA,NA
GV01,2004-02-26T05:37:00Z,0.1,78.2,4.6,123.1,3.3,645,NA,NA,NA
MC00,2003-12-24T09:20:00Z,0.3,74.7,4.8,116,7,618,NA,NA,NA
DV01,2006-01-01T13:55:00Z,10.5,102.4,17.6,177.2,20.7,836,NA,NA,NA
AB00,2004-12-29T01:30:00Z,0.7,66.1,12.2,110.2,14.2,370,NA,NA,NA
RG01,2005-01-09T13:59:00Z,0.2,90.8,16.5,130.8,6.8,NA,NA,NA,NA
AB00,2008-11-25T20:35:00Z,2.7,71.4,2.9,103.8,2.5,323,NA,NA,NA
ON02,2009-02-18T04:10:00Z,0.3,20.6,0.3,21.1,0.3,988,NA,NA,NA
RG01,2008-11-26T11:55:00Z,0.1,36,2.9,222.4,2.8,619,NA,NA,NA
RG01,2005-01-08T06:01:00Z,1.5,115.3,4.7,141.9,3.5,342,NA,NA,23.5
DV01,2006-03-17T08:10:00Z,50.5,17.5,6.8,134.3,7.1,4148,NA,NA,NA
MC00,2008-11-26T15:30:00Z,1.8,33.7,7.3,85.4,9.1,194,NA,NA,NA
AT07,2005-02-15T12:06:00Z,0.1,63,7,77.7,0.1,1994,NA,NA,NA
AB00,2012-05-02T10:30:00Z,10.9,63.7,1.1,94.9,0.8,2510,NA,NA,NA
RG01,2005-02-22T23:43:00Z,0.2,112.2,5.1,135.1,3.2,385,944.7,56.2,46.1
RG01,2003-05-02T13:24:00Z,2.5,79.4,0.8,107.2,1.6,1367,66.2,4.7,NA
RG01,2006-06-28T11:30:00Z,0.7,125.6,NA,152.9,0.4,2044,NA,NA,NA
ON02,2005-03-22T23:03:00Z,2.3,218.7,1.3,239,1,411,NA,NA,NA
RS02,2009-02-05T14:55:00Z,0.2,2.2,0.5,19.8,1.4,913,NA,NA,NA
AB00,2001-11-12T17:50:00Z,7.2,52.2,24.5,150.7,40,NA,3884.4,348.7,305.3
MC00,2005-11-29T13:12:00Z,0.6,89.4,0.6,106.8,0.5,1272,NA,NA,NA
ON02,2005-03-23T07:14:00Z,2,222.8,0.4,252.9,0.5,519,1860.5,291.3,64.7
RS02,2009-12-12T20:55:00Z,48.1,315,8.4,497.3,9.1,636,NA,NA,NA
DV01,2004-10-19T07:30:00Z,48,72.1,20.8,242.9,25.1,1567,NA,NA,NA
RS02,2006-03-29T12:10:00Z,2,12.9,0.2,4.5,0.6,513,NA,NA,NA
RG01,2012-01-23T13:00:00Z,3.1,19.6,3.6,55.2,2.4,267,NA,NA,NA
MC00,2002-11-08T16:42:00Z,5,115.9,12.5,195.7,15.9,340,503,35.3,3.9
AB00,2002-11-07T15:21:00Z,14.4,125.5,6.8,314.8,11.5,1343,243.5,18.8,24.6
RS02,2009-02-08T12:19:00Z,2.6,8.3,1.6,24.5,2.3,907,NA,NA,NA
AB00,2009-02-08T08:44:00Z,5.8,39.3,5.9,73.2,4.8,1129,NA,NA,NA
MC00,2008-05-14T14:15:00Z,2.4,11.6,0.5,44.3,1.2,NA,NA,NA,NA
AT07,2006-12-09T22:43:00Z,20.6,61.9,14.1,154.8,16.1,4739,NA,NA,NA
ON02,2006-03-12T19:00:00Z,0.1,20.1,0.4,36,2.4,887,NA,NA,NA
GV01,2005-11-11T02:56:00Z,1,8,0.8,31.5,1.1,1494,NA,NA,NA
AB00,2002-11-07T16:18:00Z,6.9,108.8,6.6,252.5,11.7,1341,NA,NA,12.4
MC00,2006-06-14T14:42:00Z,0.7,58.7,0.2,84,0.8,1421,NA,NA,NA
SP02,2011-02-20T08:25:00Z,0.5,74.3,4.8,124.6,5.2,370,NA,NA,NA
DV01,2006-04-05T07:50:00Z,4.3,51.5,16.5,139.8,18.7,670,NA,NA,NA
MC00,2002-11-08T10:00:00Z,8.7,89.2,13.5,232.3,26.2,251,1207.3,81.2,12.1
RS02,2002-09-10T07:52:00Z,0.3,1.2,1.8,10.7,4,949,NA,NA,NA
AB00,2003-05-03T10:39:00Z,2.8,35.5,12.2,89.2,13.9,476,400.8,47.5,NA
AT07,2005-01-28T14:54:00Z,1.1,37.6,6.1,64.7,5.2,497,NA,NA,NA
MC06,2001-12-02T17:35:00Z,0.2,22.3,6,35.2,6,NA,146.9,10.3,0.7
HO00,2006-02-15T12:32:00Z,0.4,27.6,0.9,10.3,0.5,1005,NA,NA,NA
AT07,2005-02-27T11:42:00Z,0.2,117.8,6.9,149.2,2.6,2420,NA,NA,NA
MC06,2010-01-23T11:45:00Z,1.7,327,1.7,401.5,14.2,556,NA,NA,NA
MC00,2008-11-25T19:30:00Z,10.1,20.8,7.7,179.4,111.3,290,NA,NA,NA
AT07,2005-02-21T09:04:00Z,0.1,45.8,10.9,149.4,10.6,481,NA,NA,NA
RS02,2005-01-25T08:24:00Z,0.7,11.3,2.4,16.2,0.2,569,NA,NA,NA
ON02,2006-01-02T12:11:00Z,0.2,161.2,1.5,186.8,1.2,344,NA,NA,NA
MC00,2001-03-04T19:10:00Z,4.8,28.5,9.4,71.2,9.3,205,1801.4,125.1,22.2
MC00,2011-03-23T06:10:00Z,0.5,102.35,1.9,146.5,3.55,446.5,NA,NA,NA
HO00,2002-08-05T11:40:00Z,0.1,10.1,1.7,16.3,2.3,NA,NA,NA,NA
GV01,2004-03-01T21:02:00Z,0.3,4.2,2.1,19.9,2.4,1365,NA,NA,NA
RS02,2006-09-30T12:20:00Z,2.7,1763.7,29.5,1630.7,25.9,NA,NA,NA,NA
GV01,2005-01-08T14:06:00Z,1.4,85.2,27.4,102,6.2,477,6031.2,943.5,674.7
AB00,2009-12-12T23:10:00Z,34,97,13.9,324.9,15.1,787,NA,NA,NA
ON02,2005-02-18T08:43:00Z,1.6,179.4,1.9,211.3,1.2,609,359,37.2,3.5
RG01,2005-12-02T12:51:00Z,1.1,131.8,1.1,166.4,1.7,1649,NA,NA,NA
AT07,2006-04-04T21:22:00Z,2.1,48.9,9.5,94,10.3,544,NA,NA,NA
MC00,2004-10-27T07:32:00Z,0.5,45.4,5.4,92.5,6,659,103.2,8.2,1
GV01,2004-02-02T18:58:00Z,0.5,8.7,1.7,24,2.6,1106,NA,NA,NA
BC02,2007-07-05T16:10:00Z,2,330.5,1.1,126.3,3.3,1885,NA,NA,NA
RG01,2009-12-11T13:40:00Z,0.3,24.2,1.7,101.1,2,674,NA,NA,NA
GV01,2006-02-27T22:51:00Z,0.2,14.9,2.2,33.6,2.4,785,NA,NA,NA
MC06,2010-01-20T01:00:00Z,5.7,271.8,1.9,324.3,15,357,NA,NA,NA
RS02,2004-04-21T09:54:00Z,0.1,1.8,1.5,11.9,1.1,834,NA,NA,NA
RG01,2006-03-03T14:32:00Z,0.3,91.4,0.8,100.4,0.5,1177,NA,NA,NA
MC06,2010-01-23T07:45:00Z,5.3,332.3,2.1,415.2,14.6,284,NA,NA,NA
GV01,2008-01-05T14:05:00Z,0.3,193.4,1.2,253.3,1.9,834,NA,NA,NA
MC00,2002-11-08T23:32:00Z,2.7,222,17.6,335.1,23.2,528,311.5,30.2,3.6
RS02,2004-02-26T13:33:00Z,0.1,47,1.5,83.5,1.9,493,NA,NA,NA
SP02,2009-03-04T13:20:00Z,15.6,128,8.9,197.2,6.5,683,NA,NA,NA
AB00,2004-12-28T11:10:00Z,0.2,112,6.4,150.3,6.9,463,NA,NA,NA
MC00,2009-06-03T15:20:00Z,2.4,NA,0.9,30.8,0.8,1394,NA,NA,NA
RG01,2003-03-15T02:37:00Z,0.5,44.6,1.7,62.6,1.6,720,611.2,97,22.4
RG01,2008-01-27T19:00:00Z,0.2,193.5,2.1,235.1,2.3,434,NA,NA,NA
RS02,2006-02-27T19:26:00Z,0.1,10.6,0.8,12.2,0.9,660,NA,NA,NA
ON02,2006-04-04T16:46:00Z,0.7,73.5,1.4,102.9,4.8,303,NA,NA,NA
GV01,2005-02-22T10:05:00Z,1,50,8.3,76.2,6.8,593,7606.5,506.4,904.2
MC00,2002-12-19T18:03:00Z,1,112.2,3,133.7,3.9,1230,14.4,1.2,0.1
RG01,2009-02-16T23:55:00Z,0.4,83.9,1.5,104.5,1.3,761,NA,NA,NA
MC00,2009-02-05T11:10:00Z,8.4,62.2,6.3,126.7,9.1,162,NA,NA,NA
BC02,2009-02-13T15:35:00Z,28.8,303.1,5.8,438,8.4,513,NA,NA,NA
TO02,2006-02-27T16:05:00Z,0.3,264.5,1.6,263.5,1.8,799,NA,NA,NA
MC00,2011-11-12T01:15:00Z,4.1,49,6.8,87.7,6.9,160,NA,NA,NA
RG01,2005-11-09T11:28:00Z,7.3,201.5,11.1,252.6,11.7,834,NA,NA,NA
AT07,2005-02-20T23:00:00Z,0.1,113.2,13.1,63.4,6.8,349,NA,NA,NA
MC00,2009-02-16T05:00:00Z,1.4,24.7,3.6,50,4.3,176,NA,NA,NA
AB00,2009-02-08T03:44:00Z,6.6,37,6.9,73.9,6.3,957,NA,NA,NA
RG01,2008-12-16T00:39:00Z,0.4,137.1,0.2,166,0.5,2490,NA,NA,NA
ON02,2005-11-10T06:08:00Z,2.9,27.5,0.5,37.4,0.9,980,NA,NA,NA
MC00,2005-04-28T10:51:00Z,0.2,44.3,5,66.2,3.6,548,92.7,9.9,1.6
AT07,2005-01-07T06:25:00Z,1.1,78.9,17.6,189,6,1857,NA,NA,NA
RG01,2004-12-30T12:15:00Z,3,128.7,2.8,187.3,1.4,588,682.7,62.9,23.7
RG01,2004-03-02T01:54:00Z,0.7,140.2,2.9,161.8,2.2,1279,NA,NA,NA
BC02,2005-10-18T14:44:00Z,1.2,1530.9,3.7,1420.1,5.8,2574,NA,NA,NA
AT07,2006-02-28T02:08:00Z,3.3,117.1,14.4,151.4,13.4,458,NA,NA,NA
DV01,2003-12-23T11:40:00Z,1.2,101.5,2.1,150.1,2.9,1158,NA,NA,NA
AB00,2003-03-15T07:35:00Z,0.3,56.8,26.8,250,60.7,278,4639.9,495.6,330
AT07,2006-03-28T06:16:00Z,0.8,38,2.7,64.2,3.5,542,NA,NA,NA
RS02,2004-12-30T13:59:00Z,0.1,69.7,1.7,70.1,0.3,483,NA,NA,NA
RG01,2006-03-03T15:32:00Z,0.6,84,0.7,93,0.2,1240,NA,NA,NA
GV01,2003-10-31T20:56:00Z,1.3,8.8,1.5,64.7,2.2,1479,NA,NA,NA
AT07,2005-12-02T05:23:00Z,2.1,116.1,7.9,156.2,7.8,2035,NA,NA,NA
AB00,2005-03-24T17:20:00Z,8.6,107.7,1.2,116.4,0.5,155,NA,NA,NA
AB00,2001-11-12T17:00:00Z,6.1,46.9,26.1,112.4,35.4,NA,6580.1,611.3,389.3
MC00,2005-02-19T02:30:00Z,0.4,14.9,3,28.3,3.5,174,NA,NA,7.4
GV01,2006-03-28T15:53:00Z,0.6,7.1,3.5,47.7,3.6,709,NA,NA,NA
RS02,2004-03-01T15:54:00Z,0.2,2.7,1.3,19,2.6,701,NA,NA,NA
RG01,2007-02-23T10:51:00Z,1.4,157.3,2.2,213.3,2.7,865,NA,NA,NA
RG01,2002-12-21T07:09:00Z,0.2,189.2,2.3,216.5,2.3,1304,59.6,6.2,0.6
RS02,2010-01-19T17:10:00Z,22.8,327.2,2.1,NA,16.5,433,NA,NA,NA
RS02,2003-03-15T09:09:00Z,0.1,55.7,1.7,103.2,3.4,263,NA,NA,NA
ON02,2004-10-21T23:56:00Z,54.7,19,3.7,174.8,3.9,1252,NA,NA,NA
GV01,2004-11-04T21:18:00Z,71.7,6.9,6.6,110.3,6.8,1251,13183.2,1031.8,157.9
AB00,2001-11-25T09:30:00Z,16.1,104.3,11.4,146.8,3.8,NA,189.2,20.4,7.7
GV01,2004-12-01T16:30:00Z,1.6,4.9,2.4,22.5,3,1551,6.4,0.5,0.1
GV01,2006-04-08T19:01:00Z,1.7,14.8,1.3,29.5,2,1261,NA,NA,NA
RG01,2008-12-16T22:40:00Z,0.5,43.9,0.4,72.8,0.9,2732,NA,NA,NA
RS02,2011-03-23T20:00:00Z,0.9,47.5,0.8,91.4,1,455,NA,NA,NA
AB00,2004-12-29T02:15:00Z,1,84,12.6,129.6,14.9,442,NA,NA,NA
MC06,2009-12-14T20:30:00Z,1.7,134.6,2.8,196.5,1.8,997,NA,NA,NA
RG01,2003-12-25T15:30:00Z,0.4,91.9,3.3,122.6,4.1,2049,NA,NA,NA
RG01,2005-03-09T14:46:00Z,0.1,189.9,1.6,214.3,0.9,1018,45,3.3,1
AT07,2007-03-20T17:22:00Z,1,141.8,9.2,220.4,10.3,1046,NA,NA,NA
AT07,2004-12-05T13:40:00Z,10.3,127.4,17.1,212.8,19.3,1002,NA,NA,NA
AB00,2009-02-06T02:45:00Z,0.1,29.7,3.6,64.3,5.3,482,NA,NA,NA
GV01,2011-02-17T16:43:00Z,3.7,NA,0.8,43,1.8,568,NA,NA,NA
AB00,2003-11-03T16:45:00Z,25.4,57.6,4.7,144.2,5.1,1587,NA,NA,NA
RS02,2006-05-21T19:00:00Z,0.1,1.1,0.4,3.6,0.8,661,NA,NA,NA
MC00,2009-12-13T03:40:00Z,36.4,109.7,12.6,233.1,13.2,411,NA,NA,NA
AB00,2004-12-31T09:00:00Z,1.9,170,21.5,221.4,16.6,412,NA,NA,NA
GV01,2006-03-11T05:00:00Z,0.6,0.9,0.4,30.6,2.4,1320,NA,NA,NA
AB00,2005-01-03T04:30:00Z,1.4,100.1,19.6,132.7,18.1,476,NA,NA,NA
DV01,2005-04-07T14:35:00Z,9.5,373.4,1,429.5,0.7,4857,NA,NA,NA
RG01,2004-11-04T12:24:00Z,28.9,37.8,3,154.1,2.6,1791,152.2,12.1,1.5
MC00,2009-03-04T03:45:00Z,11.7,31.1,4.3,70.2,5.6,142,NA,NA,NA
AB00,2003-02-12T09:51:00Z,0.1,25.1,7.6,78.6,12.7,315,349.3,27.4,9.2
MC00,2006-03-11T04:38:00Z,0.4,51.3,1.5,59.4,1.6,807,NA,NA,NA
RS02,2005-04-30T08:44:00Z,0.1,0.2,0.4,2.5,0.1,669,NA,NA,NA
AB00,2004-02-25T17:30:00Z,6.3,35.3,14.4,64.7,8,263,NA,NA,NA
GV01,2005-12-02T08:10:00Z,1.7,5.9,0.7,24.3,1.5,1370,NA,NA,NA
MC00,2004-10-19T21:00:00Z,4.4,71.7,13.9,130.5,13.2,297,2242.9,142.3,22.6
MC06,2002-12-20T02:08:00Z,0.2,170.6,5.7,228.8,8.9,359,3335.4,250,24.1
AT07,2007-07-08T11:40:00Z,1.1,1.5,2.2,47.3,2.6,NA,NA,NA,NA
DV01,2005-12-03T15:00:00Z,1.5,64.9,8.2,158,10.2,911,NA,NA,NA
AB00,2002-01-27T13:30:00Z,24.9,76.1,13.7,154.2,16.8,NA,5109.2,503.8,329.6
AB00,2002-12-28T15:17:00Z,18.4,98,2.4,140.7,3,2247,12.3,1.1,NA
BC02,2008-12-15T00:55:00Z,5.3,69.2,5.6,417.4,6.2,1205,NA,NA,NA
RS02,2008-10-15T16:15:00Z,0.2,0.1,0.1,11.7,0.4,1065,NA,NA,NA
AB00,2003-05-02T22:26:00Z,3,30.2,5.2,53.1,5,386,375.3,25.4,NA
ON02,2005-03-22T09:04:00Z,0.1,139.5,1.6,154.2,0.1,407,NA,NA,NA
AB00,2001-01-26T04:05:00Z,4.7,22.4,18.8,58.5,17.9,255,NA,NA,NA
GV01,2004-03-02T14:04:00Z,0.4,2.4,2.1,25.6,3.7,1497,NA,NA,NA
RG01,2009-10-14T06:20:00Z,58.8,115.7,3.3,228,5.8,440,NA,NA,NA
RG01,2005-01-13T11:02:00Z,0.1,226.6,3.3,234.5,1.5,742,NA,NA,NA
ON02,2008-02-23T19:00:00Z,0.7,4.7,0.4,10.7,0.6,NA,NA,NA,NA
GV01,2005-04-28T04:29:00Z,1.6,17.6,2.4,37.4,0.8,1198,545.3,106.3,97.1
RG01,2005-02-24T21:44:00Z,0.5,169.3,3.1,176.4,0.6,704,151.6,11.8,3.3
AB00,2001-10-14T17:30:00Z,2.7,129.9,2.1,153.4,5.2,NA,21.5,3.1,0.8
AB00,2008-01-27T19:07:00Z,0.4,155.9,3.5,195.2,3.7,610,NA,NA,NA
MC00,2002-11-07T21:20:00Z,34.4,83.4,12.2,244.3,19.2,136,453.9,30.6,40.7
RG01,2005-01-17T14:12:00Z,0.3,272.4,2.4,287.7,0.8,1043,30.6,3.5,0.4
AB00,2010-12-20T12:00:00Z,1.3,172.1,8.4,241.8,9,534,NA,NA,NA
ON02,2006-03-18T06:00:00Z,1.6,4.7,0.3,14.5,1.7,839,NA,NA,NA
SP02,2008-01-08T11:00:00Z,0.5,95.1,1.1,117.8,0.9,NA,NA,NA,NA
GV01,2005-01-28T07:31:00Z,0.2,46.2,6.4,62.3,2.4,1492,176.2,13,12.7
AT07,2005-11-10T10:25:00Z,1.5,102.6,8.4,149.8,8.5,1432,NA,NA,NA
MC00,2003-05-02T21:51:00Z,0.1,34.2,5.6,64.4,7.2,327,340.7,28.4,NA
ON02,2005-03-23T05:03:00Z,2.5,232.8,0.8,258.8,0.6,492,NA,NA,NA
RS02,2005-03-22T13:57:00Z,0.1,20.1,1.2,33,1.4,379,NA,NA,NA
GV01,2003-11-12T23:38:00Z,0.5,2.5,2.6,23.9,2.9,1676,NA,NA,NA
MC00,2003-09-24T17:05:00Z,1.3,49.9,2.1,64.4,1.5,1420,37.1,4.2,NA
AT07,2003-09-07T11:55:00Z,1.7,21.7,4.6,59.2,3.9,NA,NA,NA,NA
RG01,2006-04-05T17:00:00Z,0.7,79.6,0.9,103.5,2.2,479,NA,NA,NA
ON02,2005-01-28T01:31:00Z,0.1,139,1.6,147.7,0.3,952,49.8,1,0.2
ON02,2005-02-17T14:47:00Z,0.1,57.3,1.2,78.4,0.7,854,330.1,30.5,7.8
AT07,2003-01-12T12:20:00Z,0.8,42.2,4.7,78.2,6.5,2066,NA,NA,NA
RS02,2004-12-07T10:50:00Z,0.7,0.5,0.9,11,1.6,951,NA,NA,NA
ON02,2005-12-31T11:57:00Z,2.4,34.6,1.4,62,1.4,568,NA,NA,NA
ON02,2005-02-17T21:48:00Z,0.1,121,1.2,147.6,0.7,804,358.8,68.1,3.2
GV01,2009-04-08T11:35:00Z,0.1,0.6,0.3,17.3,0.5,1583,NA,NA,NA
AT07,2005-11-10T16:22:00Z,1.1,180.9,9.9,223.8,9.7,1674,NA,NA,NA
DV01,2006-11-14T10:25:00Z,16.4,56.1,0.9,141.9,0.6,2253,NA,NA,NA
AB00,2002-12-19T19:57:00Z,8.3,70.9,5.2,98.7,3.8,1371,NA,NA,9.2
AB00,2004-12-31T22:14:00Z,1.3,172.2,3.9,210.7,3.6,588,NA,NA,NA
AB00,2009-02-17T03:55:00Z,0.3,15.9,4.4,39.3,4,422,NA,NA,NA
MC00,2003-12-05T15:16:00Z,0.5,82.7,1.7,98.2,2.3,1776,NA,NA,NA
MC00,2002-01-31T15:15:00Z,0.2,130.6,3,157.8,4.3,NA,17.1,1.5,0.1
BC02,2011-02-25T18:35:00Z,0.2,127.9,3.9,178.1,7.5,549,NA,NA,NA
AT07,2006-01-11T16:43:00Z,0.5,156.4,7.1,194,8.2,2151,NA,NA,NA
RG01,2004-02-25T16:20:00Z,4.4,154.8,6.7,196.1,5.6,946,NA,NA,NA
AB00,2002-01-27T09:40:00Z,5.1,78.5,1.2,101.3,1.2,NA,83.5,11.1,1.5
RS02,2006-03-28T12:32:00Z,1.5,2.4,1.1,14.4,2.9,604,NA,NA,NA
AB00,2001-11-01T13:00:00Z,25.1,95.9,6.3,170.4,8.4,NA,44.7,5.7,2.2
RS02,2006-09-06T15:54:00Z,0.5,3.4,1.8,13.1,0.2,NA,NA,NA,NA
BC02,2005-02-17T14:57:00Z,0.4,1395.5,4.3,1608.7,0.2,2358,NA,NA,NA
ON02,2005-01-12T15:45:00Z,2.5,386.3,2.1,405.1,0.8,714,83,8.9,1.7
AB00,2009-12-07T04:30:00Z,5.1,49.8,1.7,122.4,2.6,1356,NA,NA,NA
GV01,2004-12-07T12:10:00Z,1.7,78.2,2.9,121.8,4.3,1118,2657.5,260.9,56.4
AB00,2003-03-15T21:18:00Z,0.1,185.5,6.3,287.6,8.9,732,1214.4,130.7,46.3
RG01,2005-02-22T19:43:00Z,0.2,88.8,7.3,114.1,4.3,332,2710.9,211.5,108.8
AB00,2001-02-24T20:00:00Z,4.4,32.1,14.7,79.6,7,496,1327.4,117,85
AB00,2003-12-14T09:33:00Z,2.9,67.8,2,104.9,1.6,2298,NA,NA,NA
MC00,2009-02-16T10:00:00Z,1.1,31,5.3,59.3,5.8,205,NA,NA,NA
GV01,2004-11-06T15:28:00Z,50,8.9,5.2,105,5.6,1402,288.2,34.3,6.2
DV01,2005-12-26T10:20:00Z,29.4,74.9,8.9,177.3,9.2,6879,NA,NA,NA
HO00,2005-07-11T15:52:00Z,0.4,3.4,NA,4.6,0.2,1049,9.2,0.5,NA
GV01,2004-12-07T18:10:00Z,0.8,10.7,3.1,33.4,4,1442,1484.2,125.6,29.2
